ID,TRAMO,TIPO,FECHA,INGRESO,TIPO_COD,TRAMO_COD
1100,PIEDRAS NEGRAS,PUENTES INTERNACIONALES,2024-08-01,2960131.0,1,21
1101,PIEDRAS NEGRAS,PUENTES INTERNACIONALES,2024-09-01,2870650.0,1,21
1102,PIEDRAS NEGRAS,PUENTES INTERNACIONALES,2024-10-01,0.0,1,21
1103,PIEDRAS NEGRAS,PUENTES INTERNACIONALES,2024-11-01,0.0,1,21
1104,PIEDRAS NEGRAS,PUENTES INTERNACIONALES,2024-12-01,0.0,1,21
1105,PÁNUCO,PUENTES NACIONALES,2021-01-01,3611228.0,2,22
1106,PÁNUCO,PUENTES NACIONALES,2021-02-01,3181972.0,2,22
1107,PÁNUCO,PUENTES NACIONALES,2021-03-01,3787197.0,2,22
1108,PÁNUCO,PUENTES NACIONALES,2021-04-01,3730316.0,2,22
1109,PÁNUCO,PUENTES NACIONALES,2021-05-01,3756143.0,2,22
1110,PÁNUCO,PUENTES NACIONALES,2021-06-01,3353603.0,2,22
1111,PÁNUCO,PUENTES NACIONALES,2021-07-01,3584451.0,2,22
1112,PÁNUCO,PUENTES NACIONALES,2021-08-01,3436293.0,2,22
1113,PÁNUCO,PUENTES NACIONALES,2021-09-01,3339290.0,2,22
1114,PÁNUCO,PUENTES NACIONALES,2021-10-01,3547891.0,2,22
1115,PÁNUCO,PUENTES NACIONALES,2021-11-01,3632028.0,2,22
1116,PÁNUCO,PUENTES NACIONALES,2021-12-01,4451555.0,2,22
1117,PÁNUCO,PUENTES NACIONALES,2022-01-01,3926209.0,2,22
1118,PÁNUCO,PUENTES NACIONALES,2022-02-01,3533059.0,2,22
1119,PÁNUCO,PUENTES NACIONALES,2022-03-01,3921134.0,2,22
1120,PÁNUCO,PUENTES NACIONALES,2022-04-01,3978276.0,2,22
1121,PÁNUCO,PUENTES NACIONALES,2022-05-01,3898645.0,2,22
1122,PÁNUCO,PUENTES NACIONALES,2022-06-01,3596559.0,2,22
1123,PÁNUCO,PUENTES NACIONALES,2022-07-01,3709131.0,2,22
1124,PÁNUCO,PUENTES NACIONALES,2022-08-01,3806903.0,2,22
1125,PÁNUCO,PUENTES NACIONALES,2022-09-01,3395142.0,2,22
1126,PÁNUCO,PUENTES NACIONALES,2022-10-01,3629411.0,2,22
1127,PÁNUCO,PUENTES NACIONALES,2022-11-01,3615290.0,2,22
1128,PÁNUCO,PUENTES NACIONALES,2022-12-01,4255023.0,2,22
1129,PÁNUCO,PUENTES NACIONALES,2023-01-01,4051853.0,2,22
1130,PÁNUCO,PUENTES NACIONALES,2023-02-01,3445723.0,2,22
1131,PÁNUCO,PUENTES NACIONALES,2023-03-01,3807929.0,2,22
1132,PÁNUCO,PUENTES NACIONALES,2023-04-01,3793934.0,2,22
1133,PÁNUCO,PUENTES NACIONALES,2023-05-01,3795251.0,2,22
1134,PÁNUCO,PUENTES NACIONALES,2023-06-01,3647485.0,2,22
1135,PÁNUCO,PUENTES NACIONALES,2023-07-01,4224922.0,2,22
1136,PÁNUCO,PUENTES NACIONALES,2023-08-01,4159671.0,2,22
1137,PÁNUCO,PUENTES NACIONALES,2023-09-01,3757395.0,2,22
1138,PÁNUCO,PUENTES NACIONALES,2023-10-01,3821881.0,2,22
1139,PÁNUCO,PUENTES NACIONALES,2023-11-01,3971684.0,2,22
1140,PÁNUCO,PUENTES NACIONALES,2023-12-01,4427136.0,2,22
1141,PÁNUCO,PUENTES NACIONALES,2024-01-01,4146224.0,2,22
1142,PÁNUCO,PUENTES NACIONALES,2024-02-01,3975659.0,2,22
1143,PÁNUCO,PUENTES NACIONALES,2024-03-01,4394722.0,2,22
1144,PÁNUCO,PUENTES NACIONALES,2024-04-01,4129864.0,2,22
1145,PÁNUCO,PUENTES NACIONALES,2024-05-01,4108601.0,2,22
1146,PÁNUCO,PUENTES NACIONALES,2024-06-01,3848428.0,2,22
1147,PÁNUCO,PUENTES NACIONALES,2024-07-01,4050827.0,2,22
1148,PÁNUCO,PUENTES NACIONALES,2024-08-01,3948149.0,2,22
1149,PÁNUCO,PUENTES NACIONALES,2024-09-01,3601646.0,2,22
1150,PÁNUCO,PUENTES NACIONALES,2024-10-01,0.0,2,22
1151,PÁNUCO,PUENTES NACIONALES,2024-11-01,0.0,2,22
1152,PÁNUCO,PUENTES NACIONALES,2024-12-01,0.0,2,22
1153,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-01-01,65941.0,2,23
1154,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-02-01,44894.0,2,23
1155,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-03-01,58897.0,2,23
1156,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-04-01,66450.0,2,23
1157,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-05-01,84459.0,2,23
1158,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-06-01,75216.0,2,23
1159,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-07-01,75845.0,2,23
1160,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-08-01,69722.0,2,23
1161,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-09-01,62866.0,2,23
1162,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-10-01,74023.0,2,23
1163,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-11-01,67514.0,2,23
1164,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2021-12-01,70549.0,2,23
1165,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-01-01,54303.0,2,23
1166,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-02-01,55203.0,2,23
1167,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-03-01,64660.0,2,23
1168,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-04-01,55358.0,2,23
1169,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-05-01,65260.0,2,23
1170,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-06-01,63448.0,2,23
1171,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-07-01,61282.0,2,23
1172,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-08-01,84953.0,2,23
1173,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-09-01,89866.0,2,23
1174,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-10-01,112444.0,2,23
1175,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-11-01,162907.0,2,23
1176,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2022-12-01,183437.0,2,23
1177,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-01-01,161590.0,2,23
1178,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-02-01,142768.0,2,23
1179,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-03-01,80820.0,2,23
1180,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-04-01,86733.0,2,23
1181,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-05-01,75706.0,2,23
1182,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-06-01,78592.0,2,23
1183,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-07-01,88451.0,2,23
1184,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-08-01,96184.0,2,23
1185,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-09-01,115852.0,2,23
1186,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-10-01,111084.0,2,23
1187,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-11-01,42461.0,2,23
1188,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2023-12-01,42680.0,2,23
1189,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-01-01,54145.0,2,23
1190,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-02-01,43712.0,2,23
1191,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-03-01,48503.0,2,23
1192,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-04-01,66453.0,2,23
1193,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-05-01,66453.0,2,23
1194,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-06-01,62260.0,2,23
1195,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-07-01,74614.0,2,23
1196,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-08-01,95891.0,2,23
1197,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-09-01,94601.0,2,23
1198,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-10-01,0.0,2,23
1199,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-11-01,0.0,2,23
1200,REFINERIA LAZARO CARDENAS,PUENTES NACIONALES,2024-12-01,0.0,2,23
1201,REYNOSA,PUENTES INTERNACIONALES,2021-01-01,2825274.0,1,24
1202,REYNOSA,PUENTES INTERNACIONALES,2021-02-01,2365625.0,1,24
1203,REYNOSA,PUENTES INTERNACIONALES,2021-03-01,2832257.0,1,24
1204,REYNOSA,PUENTES INTERNACIONALES,2021-04-01,2767406.0,1,24
1205,REYNOSA,PUENTES INTERNACIONALES,2021-05-01,3065566.0,1,24
1206,REYNOSA,PUENTES INTERNACIONALES,2021-06-01,2832201.0,1,24
1207,REYNOSA,PUENTES INTERNACIONALES,2021-07-01,2807097.0,1,24
1208,REYNOSA,PUENTES INTERNACIONALES,2021-08-01,2921991.0,1,24
1209,REYNOSA,PUENTES INTERNACIONALES,2021-09-01,3015104.0,1,24
1210,REYNOSA,PUENTES INTERNACIONALES,2021-10-01,3255347.0,1,24
1211,REYNOSA,PUENTES INTERNACIONALES,2021-11-01,3948336.0,1,24
1212,REYNOSA,PUENTES INTERNACIONALES,2021-12-01,3926374.0,1,24
1213,REYNOSA,PUENTES INTERNACIONALES,2022-01-01,3641295.0,1,24
1214,REYNOSA,PUENTES INTERNACIONALES,2022-02-01,3479783.0,1,24
1215,REYNOSA,PUENTES INTERNACIONALES,2022-03-01,4077095.0,1,24
1216,REYNOSA,PUENTES INTERNACIONALES,2022-04-01,4014021.0,1,24
1217,REYNOSA,PUENTES INTERNACIONALES,2022-05-01,3851972.0,1,24
1218,REYNOSA,PUENTES INTERNACIONALES,2022-06-01,3677850.0,1,24
1219,REYNOSA,PUENTES INTERNACIONALES,2022-07-01,3929106.0,1,24
1220,REYNOSA,PUENTES INTERNACIONALES,2022-08-01,4548248.0,1,24
1221,REYNOSA,PUENTES INTERNACIONALES,2022-09-01,4376029.0,1,24
1222,REYNOSA,PUENTES INTERNACIONALES,2022-10-01,4480962.0,1,24
1223,REYNOSA,PUENTES INTERNACIONALES,2022-11-01,4408701.0,1,24
1224,REYNOSA,PUENTES INTERNACIONALES,2022-12-01,4811835.0,1,24
1225,REYNOSA,PUENTES INTERNACIONALES,2023-01-01,4911502.0,1,24
1226,REYNOSA,PUENTES INTERNACIONALES,2023-02-01,4342323.0,1,24
1227,REYNOSA,PUENTES INTERNACIONALES,2023-03-01,4770183.0,1,24
1228,REYNOSA,PUENTES INTERNACIONALES,2023-04-01,4784644.0,1,24
1229,REYNOSA,PUENTES INTERNACIONALES,2023-05-01,4273502.0,1,24
1230,REYNOSA,PUENTES INTERNACIONALES,2023-06-01,4197969.0,1,24
1231,REYNOSA,PUENTES INTERNACIONALES,2023-07-01,4312870.0,1,24
1232,REYNOSA,PUENTES INTERNACIONALES,2023-08-01,4584907.0,1,24
1233,REYNOSA,PUENTES INTERNACIONALES,2023-09-01,4557399.0,1,24
1234,REYNOSA,PUENTES INTERNACIONALES,2023-10-01,4990047.0,1,24
1235,REYNOSA,PUENTES INTERNACIONALES,2023-11-01,4731459.0,1,24
1236,REYNOSA,PUENTES INTERNACIONALES,2023-12-01,4647992.0,1,24
1237,REYNOSA,PUENTES INTERNACIONALES,2024-01-01,4580737.0,1,24
1238,REYNOSA,PUENTES INTERNACIONALES,2024-02-01,3504166.0,1,24
1239,REYNOSA,PUENTES INTERNACIONALES,2024-03-01,4161329.0,1,24
1240,REYNOSA,PUENTES INTERNACIONALES,2024-04-01,4205523.0,1,24
1241,REYNOSA,PUENTES INTERNACIONALES,2024-05-01,4181675.0,1,24
1242,REYNOSA,PUENTES INTERNACIONALES,2024-06-01,3802432.0,1,24
1243,REYNOSA,PUENTES INTERNACIONALES,2024-07-01,4021923.0,1,24
1244,REYNOSA,PUENTES INTERNACIONALES,2024-08-01,3859718.0,1,24
1245,REYNOSA,PUENTES INTERNACIONALES,2024-09-01,3707945.0,1,24
1246,REYNOSA,PUENTES INTERNACIONALES,2024-10-01,0.0,1,24
1247,REYNOSA,PUENTES INTERNACIONALES,2024-11-01,0.0,1,24
1248,REYNOSA,PUENTES INTERNACIONALES,2024-12-01,0.0,1,24
1249,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-01-01,366022.0,1,25
1250,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-02-01,364163.0,1,25
1251,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-03-01,393327.0,1,25
1252,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-04-01,348219.0,1,25
1253,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-05-01,408224.0,1,25
1254,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-06-01,426316.0,1,25
1255,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-07-01,475974.0,1,25
1256,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-08-01,437079.0,1,25
1257,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-09-01,441510.0,1,25
1258,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-10-01,463541.0,1,25
1259,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-11-01,516483.0,1,25
1260,RODOLFO ROBLES,PUENTES INTERNACIONALES,2021-12-01,577846.0,1,25
1261,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-01-01,471962.0,1,25
1262,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-02-01,438495.0,1,25
1263,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-03-01,493114.0,1,25
1264,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-04-01,480666.0,1,25
1265,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-05-01,499097.0,1,25
1266,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-06-01,526198.0,1,25
1267,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-07-01,563670.0,1,25
1268,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-08-01,558480.0,1,25
1269,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-09-01,536447.0,1,25
1270,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-10-01,587414.0,1,25
1271,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-11-01,596626.0,1,25
1272,RODOLFO ROBLES,PUENTES INTERNACIONALES,2022-12-01,698252.0,1,25
1273,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-01-01,585674.0,1,25
1274,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-02-01,550945.0,1,25
1275,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-03-01,608524.0,1,25
1276,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-04-01,561888.0,1,25
1277,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-05-01,583726.0,1,25
1278,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-06-01,588025.0,1,25
1279,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-07-01,686141.0,1,25
1280,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-08-01,686871.0,1,25
1281,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-09-01,656803.0,1,25
1282,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-10-01,677015.0,1,25
1283,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-11-01,703583.0,1,25
1284,RODOLFO ROBLES,PUENTES INTERNACIONALES,2023-12-01,787869.0,1,25
1285,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-01-01,668208.0,1,25
1286,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-02-01,513153.0,1,25
1287,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-03-01,541950.0,1,25
1288,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-04-01,522942.0,1,25
1289,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-05-01,522942.0,1,25
1290,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-06-01,513023.0,1,25
1291,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-07-01,555711.0,1,25
1292,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-08-01,546468.0,1,25
1293,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-09-01,528453.0,1,25
1294,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-10-01,0.0,1,25
1295,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-11-01,0.0,1,25
1296,RODOLFO ROBLES,PUENTES INTERNACIONALES,2024-12-01,0.0,1,25
1297,SAN JUAN,PUENTES NACIONALES,2021-01-01,1433554.0,2,26
1298,SAN JUAN,PUENTES NACIONALES,2021-02-01,1359641.0,2,26
1299,SAN JUAN,PUENTES NACIONALES,2021-03-01,1756259.0,2,26
1300,SAN JUAN,PUENTES NACIONALES,2021-04-01,1703861.0,2,26
1301,SAN JUAN,PUENTES NACIONALES,2021-05-01,1772553.0,2,26
1302,SAN JUAN,PUENTES NACIONALES,2021-06-01,1701563.0,2,26
1303,SAN JUAN,PUENTES NACIONALES,2021-07-01,1689909.0,2,26
1304,SAN JUAN,PUENTES NACIONALES,2021-08-01,1820292.0,2,26
1305,SAN JUAN,PUENTES NACIONALES,2021-09-01,1726594.0,2,26
1306,SAN JUAN,PUENTES NACIONALES,2021-10-01,1789223.0,2,26
1307,SAN JUAN,PUENTES NACIONALES,2021-11-01,1741362.0,2,26
1308,SAN JUAN,PUENTES NACIONALES,2021-12-01,1818295.0,2,26
1309,SAN JUAN,PUENTES NACIONALES,2022-01-01,1546655.0,2,26
1310,SAN JUAN,PUENTES NACIONALES,2022-02-01,1529834.0,2,26
1311,SAN JUAN,PUENTES NACIONALES,2022-03-01,1769554.0,2,26
1312,SAN JUAN,PUENTES NACIONALES,2022-04-01,1744549.0,2,26
1313,SAN JUAN,PUENTES NACIONALES,2022-05-01,1885334.0,2,26
1314,SAN JUAN,PUENTES NACIONALES,2022-06-01,1862496.0,2,26
1315,SAN JUAN,PUENTES NACIONALES,2022-07-01,1857819.0,2,26
1316,SAN JUAN,PUENTES NACIONALES,2022-08-01,1869071.0,2,26
1317,SAN JUAN,PUENTES NACIONALES,2022-09-01,1697540.0,2,26
1318,SAN JUAN,PUENTES NACIONALES,2022-10-01,1704688.0,2,26
1319,SAN JUAN,PUENTES NACIONALES,2022-11-01,1604114.0,2,26
1320,SAN JUAN,PUENTES NACIONALES,2022-12-01,1586802.0,2,26
1321,SAN JUAN,PUENTES NACIONALES,2023-01-01,1634603.0,2,26
1322,SAN JUAN,PUENTES NACIONALES,2023-02-01,1536157.0,2,26
1323,SAN JUAN,PUENTES NACIONALES,2023-03-01,1743635.0,2,26
1324,SAN JUAN,PUENTES NACIONALES,2023-04-01,1581962.0,2,26
1325,SAN JUAN,PUENTES NACIONALES,2023-05-01,1709485.0,2,26
1326,SAN JUAN,PUENTES NACIONALES,2023-06-01,1688495.0,2,26
1327,SAN JUAN,PUENTES NACIONALES,2023-07-01,1777187.0,2,26
1328,SAN JUAN,PUENTES NACIONALES,2023-08-01,1874412.0,2,26
1329,SAN JUAN,PUENTES NACIONALES,2023-09-01,1875062.0,2,26
1330,SAN JUAN,PUENTES NACIONALES,2023-10-01,1946681.0,2,26
1331,SAN JUAN,PUENTES NACIONALES,2023-11-01,1808081.0,2,26
1332,SAN JUAN,PUENTES NACIONALES,2023-12-01,1737394.0,2,26
1333,SAN JUAN,PUENTES NACIONALES,2024-01-01,1716094.0,2,26
1334,SAN JUAN,PUENTES NACIONALES,2024-02-01,1756930.0,2,26
1335,SAN JUAN,PUENTES NACIONALES,2024-03-01,1778995.0,2,26
1336,SAN JUAN,PUENTES NACIONALES,2024-04-01,1723193.0,2,26
1337,SAN JUAN,PUENTES NACIONALES,2024-05-01,1725584.0,2,26
1338,SAN JUAN,PUENTES NACIONALES,2024-06-01,1535785.0,2,26
1339,SAN JUAN,PUENTES NACIONALES,2024-07-01,1652720.0,2,26
1340,SAN JUAN,PUENTES NACIONALES,2024-08-01,1598941.0,2,26
1341,SAN JUAN,PUENTES NACIONALES,2024-09-01,1582831.0,2,26
1342,SAN JUAN,PUENTES NACIONALES,2024-10-01,0.0,2,26
1343,SAN JUAN,PUENTES NACIONALES,2024-11-01,0.0,2,26
1344,SAN JUAN,PUENTES NACIONALES,2024-12-01,0.0,2,26
1345,SINALOA,PUENTES NACIONALES,2021-01-01,14985090.0,2,27
1346,SINALOA,PUENTES NACIONALES,2021-02-01,14192821.0,2,27
1347,SINALOA,PUENTES NACIONALES,2021-03-01,16538034.0,2,27
1348,SINALOA,PUENTES NACIONALES,2021-04-01,15530714.0,2,27
1349,SINALOA,PUENTES NACIONALES,2021-05-01,15247829.0,2,27
1350,SINALOA,PUENTES NACIONALES,2021-06-01,14422868.0,2,27
1351,SINALOA,PUENTES NACIONALES,2021-07-01,14505999.0,2,27
1352,SINALOA,PUENTES NACIONALES,2021-08-01,13542891.0,2,27
1353,SINALOA,PUENTES NACIONALES,2021-09-01,13776750.0,2,27
1354,SINALOA,PUENTES NACIONALES,2021-10-01,14921495.0,2,27
1355,SINALOA,PUENTES NACIONALES,2021-11-01,15183417.0,2,27
1356,SINALOA,PUENTES NACIONALES,2021-12-01,17237728.0,2,27
1357,SINALOA,PUENTES NACIONALES,2022-01-01,16171323.0,2,27
1358,SINALOA,PUENTES NACIONALES,2022-02-01,15009845.0,2,27
1359,SINALOA,PUENTES NACIONALES,2022-03-01,17003040.0,2,27
1360,SINALOA,PUENTES NACIONALES,2022-04-01,16318249.0,2,27
1361,SINALOA,PUENTES NACIONALES,2022-05-01,15730839.0,2,27
1362,SINALOA,PUENTES NACIONALES,2022-06-01,14993522.0,2,27
1363,SINALOA,PUENTES NACIONALES,2022-07-01,15580041.0,2,27
1364,SINALOA,PUENTES NACIONALES,2022-08-01,15373366.0,2,27
1365,SINALOA,PUENTES NACIONALES,2022-09-01,14582369.0,2,27
1366,SINALOA,PUENTES NACIONALES,2022-10-01,15563647.0,2,27
1367,SINALOA,PUENTES NACIONALES,2022-11-01,15510617.0,2,27
1368,SINALOA,PUENTES NACIONALES,2022-12-01,17775329.0,2,27
1369,SINALOA,PUENTES NACIONALES,2023-01-01,16120952.0,2,27
1370,SINALOA,PUENTES NACIONALES,2023-02-01,15394630.0,2,27
1371,SINALOA,PUENTES NACIONALES,2023-03-01,17460464.0,2,27
1372,SINALOA,PUENTES NACIONALES,2023-04-01,16671095.0,2,27
1373,SINALOA,PUENTES NACIONALES,2023-05-01,15946594.0,2,27
1374,SINALOA,PUENTES NACIONALES,2023-06-01,15087034.0,2,27
1375,SINALOA,PUENTES NACIONALES,2023-07-01,16790053.0,2,27
1376,SINALOA,PUENTES NACIONALES,2023-08-01,16331145.0,2,27
1377,SINALOA,PUENTES NACIONALES,2023-09-01,15430275.0,2,27
1378,SINALOA,PUENTES NACIONALES,2023-10-01,15856737.0,2,27
1379,SINALOA,PUENTES NACIONALES,2023-11-01,16447576.0,2,27
1380,SINALOA,PUENTES NACIONALES,2023-12-01,18443624.0,2,27
1381,SINALOA,PUENTES NACIONALES,2024-01-01,18138669.0,2,27
1382,SINALOA,PUENTES NACIONALES,2024-02-01,17040994.0,2,27
1383,SINALOA,PUENTES NACIONALES,2024-03-01,18741937.0,2,27
1384,SINALOA,PUENTES NACIONALES,2024-04-01,17689653.0,2,27
1385,SINALOA,PUENTES NACIONALES,2024-05-01,17590161.0,2,27
1386,SINALOA,PUENTES NACIONALES,2024-06-01,16587114.0,2,27
1387,SINALOA,PUENTES NACIONALES,2024-07-01,17017210.0,2,27
1388,SINALOA,PUENTES NACIONALES,2024-08-01,16776541.0,2,27
1389,SINALOA,PUENTES NACIONALES,2024-09-01,13885897.0,2,27
1390,SINALOA,PUENTES NACIONALES,2024-10-01,0.0,2,27
1391,SINALOA,PUENTES NACIONALES,2024-11-01,0.0,2,27
1392,SINALOA,PUENTES NACIONALES,2024-12-01,0.0,2,27
1393,SUCHIATE II,PUENTES INTERNACIONALES,2021-01-01,643928.0,1,28
1394,SUCHIATE II,PUENTES INTERNACIONALES,2021-02-01,613622.0,1,28
1395,SUCHIATE II,PUENTES INTERNACIONALES,2021-03-01,779764.0,1,28
1396,SUCHIATE II,PUENTES INTERNACIONALES,2021-04-01,746080.0,1,28
1397,SUCHIATE II,PUENTES INTERNACIONALES,2021-05-01,671575.0,1,28
1398,SUCHIATE II,PUENTES INTERNACIONALES,2021-06-01,695824.0,1,28
1399,SUCHIATE II,PUENTES INTERNACIONALES,2021-07-01,714710.0,1,28
1400,SUCHIATE II,PUENTES INTERNACIONALES,2021-08-01,705725.0,1,28
1401,SUCHIATE II,PUENTES INTERNACIONALES,2021-09-01,681870.0,1,28
1402,SUCHIATE II,PUENTES INTERNACIONALES,2021-10-01,700752.0,1,28
1403,SUCHIATE II,PUENTES INTERNACIONALES,2021-11-01,740796.0,1,28
1404,SUCHIATE II,PUENTES INTERNACIONALES,2021-12-01,764412.0,1,28
1405,SUCHIATE II,PUENTES INTERNACIONALES,2022-01-01,705381.0,1,28
1406,SUCHIATE II,PUENTES INTERNACIONALES,2022-02-01,733303.0,1,28
1407,SUCHIATE II,PUENTES INTERNACIONALES,2022-03-01,881636.0,1,28
1408,SUCHIATE II,PUENTES INTERNACIONALES,2022-04-01,717591.0,1,28
1409,SUCHIATE II,PUENTES INTERNACIONALES,2022-05-01,797043.0,1,28
1410,SUCHIATE II,PUENTES INTERNACIONALES,2022-06-01,828353.0,1,28
1411,SUCHIATE II,PUENTES INTERNACIONALES,2022-07-01,797416.0,1,28
1412,SUCHIATE II,PUENTES INTERNACIONALES,2022-08-01,845490.0,1,28
1413,SUCHIATE II,PUENTES INTERNACIONALES,2022-09-01,772422.0,1,28
1414,SUCHIATE II,PUENTES INTERNACIONALES,2022-10-01,813873.0,1,28
1415,SUCHIATE II,PUENTES INTERNACIONALES,2022-11-01,638558.0,1,28
1416,SUCHIATE II,PUENTES INTERNACIONALES,2022-12-01,856410.0,1,28
1417,SUCHIATE II,PUENTES INTERNACIONALES,2023-01-01,732728.0,1,28
1418,SUCHIATE II,PUENTES INTERNACIONALES,2023-02-01,731227.0,1,28
1419,SUCHIATE II,PUENTES INTERNACIONALES,2023-03-01,887191.0,1,28
1420,SUCHIATE II,PUENTES INTERNACIONALES,2023-04-01,711935.0,1,28
1421,SUCHIATE II,PUENTES INTERNACIONALES,2023-05-01,835637.0,1,28
1422,SUCHIATE II,PUENTES INTERNACIONALES,2023-06-01,813351.0,1,28
1423,SUCHIATE II,PUENTES INTERNACIONALES,2023-07-01,851072.0,1,28
1424,SUCHIATE II,PUENTES INTERNACIONALES,2023-08-01,903309.0,1,28
1425,SUCHIATE II,PUENTES INTERNACIONALES,2023-09-01,844715.0,1,28
1426,SUCHIATE II,PUENTES INTERNACIONALES,2023-10-01,700966.0,1,28
1427,SUCHIATE II,PUENTES INTERNACIONALES,2023-11-01,887132.0,1,28
